"qualifyId","raceId","driverId","constructorId","number","position","q1","q2","q3"
7127,968,13,3,19,10,"1:41.157","1:40.858","1:41.213"
7128,968,822,3,77,11,"1:41.192","1:41.084","NULL"
7129,968,18,1,22,12,"1:41.158","1:41.272","NULL"
7130,968,821,210,21,13,"1:41.639","1:41.480","NULL"
7131,968,154,210,8,14,"1:41.467","1:41.564","NULL"
7132,968,835,4,30,15,"1:41.775","1:41.820","NULL"
7133,968,836,209,94,16,"1:41.886","1:41.995","NULL"
7134,968,826,5,26,17,"1:42.003","","NULL"
7135,968,825,4,20,18,"1:42.142","","NULL"
7136,968,831,15,12,19,"1:42.247","","NULL"
7137,968,839,209,31,20,"1:42.286","","NULL"
7138,968,832,5,55,21,"1:42.393","","NULL"
7139,968,828,15,9,22,"1:42.637","","NULL"
7140,969,1,131,44,1,"1:24.191","1:23.251","1:22.188"
7141,969,20,6,5,2,"1:25.210","1:23.401","1:22.456"
7142,969,822,131,77,3,"1:24.514","1:23.215","1:22.481"
7143,969,8,6,7,4,"1:24.352","1:23.376","1:23.033"
7144,969,830,9,33,5,"1:24.482","1:24.092","1:23.485"
7145,969,154,210,8,6,"1:25.419","1:24.718","1:24.074"
7146,969,13,3,19,7,"1:25.099","1:24.597","1:24.443"
7147,969,832,5,55,8,"1:25.542","1:24.997","1:24.487"
7148,969,826,5,26,9,"1:25.970","1:24.864","1:24.512"
7149,969,817,9,3,10,"1:25.383","1:23.989","NULL"
7150,969,815,10,11,11,"1:25.064","1:25.081","NULL"
7151,969,807,4,27,12,"1:24.975","1:25.091","NULL"
7152,969,4,1,14,13,"1:25.872","1:25.425","NULL"
7153,969,839,10,31,14,"1:26.009","1:25.568","NULL"
7154,969,828,15,9,15,"1:26.236","1:26.465","NULL"
7155,969,841,15,36,16,"1:26.419","","NULL"
7156,969,825,210,20,17,"1:26.847","","NULL"
7157,969,838,1,2,18,"1:26.858","","NULL"
7158,969,840,3,18,19,"1:27.143","","NULL"
7159,969,835,4,30,20,"1:28.244","","NULL"
7160,970,1,131,44,1,"1:33.333","1:32.406","1:31.678"
7161,970,20,6,5,2,"1:33.078","1:32.391","1:31.864"
7162,970,822,131,77,3,"1:33.684","1:32.552","1:31.865"
7163,970,8,6,7,4,"1:33.341","1:32.181","1:32.140"
7164,970,817,9,3,5,"1:34.041","1:33.546","1:33.033"
7165,970,13,3,19,6,"1:34.205","1:33.759","1:33.507"
7166,970,807,4,27,7,"1:34.453","1:33.636","1:33.580"
7167,970,815,10,11,8,"1:34.657","1:33.920","1:33.706"
7168,970,826,5,26,9,"1:34.440","1:34.034","1:33.719"
7169,970,840,3,18,10,"1:33.986","1:34.090","1:34.220"
7170,970,832,5,55,11,"1:34.567","1:34.150","NULL"
7171,970,825,210,20,12,"1:34.942","1:34.164","NULL"
7172,970,4,1,14,13,"1:34.499","1:34.372","NULL"
7173,970,828,15,9,14,"1:34.892","1:35.046","NULL"
7174,970,841,15,36,15,"1:34.963","","NULL"
7175,970,838,1,2,16,"1:35.023","","NULL"
7176,970,154,210,8,17,"1:35.223","","NULL"
7177,970,835,4,30,18,"1:35.279","","NULL"
7178,970,830,9,33,19,"1:35.433","","NULL"
7179,970,839,10,31,20,"1:35.496","","NULL"
7180,971,822,131,77,1,"1:31.041","1:29.555","1:28.769"
7181,971,1,131,44,2,"1:30.814","1:29.535","1:28.792"
7182,971,20,6,5,3,"1:31.037","1:29.596","1:29.247"
7183,971,817,9,3,4,"1:31.667","1:30.497","1:29.545"
7184,971,8,6,7,5,"1:30.988","1:29.843","1:29.567"
7185,971,830,9,33,6,"1:30.904","1:30.307","1:29.687"
7186,971,807,4,27,7,"1:31.057","1:30.169","1:29.842"
7187,971,13,3,19,8,"1:31.373","1:30.677","1:30.074"
7188,971,154,210,8,9,"1:31.691","1:30.857","1:30.763"
7189,971,835,4,30,10,"1:31.458","1:30.899","1:31.074"
7190,971,826,5,26,11,"1:31.531","1:30.923","NULL"
7191,971,840,3,18,12,"1:31.748","1:31.168","NULL"
7192,971,836,15,94,13,"1:31.995","1:31.414","NULL"
7193,971,839,10,31,14,"1:31.774","1:31.684","NULL"
7194,971,4,1,14,15,"1:32.054","","NULL"
7195,971,832,5,55,16,"1:32.118","","NULL"
7196,971,838,1,2,17,"1:32.313","","NULL"
7197,971,815,10,11,18,"1:32.318","","NULL"
7198,971,828,15,9,19,"1:32.543","","NULL"
7199,971,825,210,20,20,"1:32.900","","NULL"
7200,972,20,6,5,1,"1:34.493","1:34.038","1:33.194"
7201,972,8,6,7,2,"1:34.953","1:33.663","1:33.253"
7202,972,822,131,77,3,"1:34.041","1:33.264","1:33.289"
7203,972,1,131,44,4,"1:34.409","1:33.760","1:33.767"
7204,972,817,9,3,5,"1:35.560","1:35.483","1:34.905"
7205,972,13,3,19,6,"1:35.828","1:35.049","1:35.110"
7206,972,830,9,33,7,"1:35.301","1:35.221","1:35.161"
7207,972,807,4,27,8,"1:35.507","1:35.328","1:35.285"
7208,972,815,10,11,9,"1:36.185","1:35.513","1:35.337"
7209,972,839,10,31,10,"1:35.372","1:35.729","1:35.430"
7210,972,832,5,55,11,"1:35.827","1:35.948","NULL"
7211,972,840,3,18,12,"1:36.279","1:35.964","NULL"
7212,972,826,5,26,13,"1:35.984","1:35.968","NULL"
7213,972,825,210,20,14,"1:36.408","1:36.017","NULL"
7214,972,4,1,14,15,"1:36.353","1:36.660","NULL"
7215,972,835,4,30,16,"1:36.462","","NULL"
7216,972,838,1,2,17,"1:37.070","","NULL"
7217,972,836,15,94,18,"1:37.332","","NULL"
7218,972,828,15,9,19,"1:37.507","","NULL"
7219,972,154,210,8,20,"1:37.620","","NULL"
7220,973,1,131,44,1,"1:20.511","1:20.210","1:19.149"
7221,973,20,6,5,2,"1:20.939","1:20.295","1:19.200"
7222,973,822,131,77,3,"1:20.991","1:20.300","1:19.373"
7223,973,8,6,7,4,"1:20.742","1:20.621","1:19.439"
7224,973,830,9,33,5,"1:21.430","1:20.722","1:19.706"
7225,973,817,9,3,6,"1:21.704","1:20.855","1:20.175"
7226,973,4,1,14,7,"1:22.015","1:21.251","1:21.048"
7227,973,815,10,11,8,"1:21.998","1:21.239","1:21.070"
7228,973,13,3,19,9,"1:22.138","1:21.222","1:21.232"
7229,973,839,10,31,10,"1:21.901","1:21.148","1:21.272"
7230,973,825,210,20,11,"1:21.945","1:21.329","NULL"
7231,973,832,5,55,12,"1:21.941","1:21.371","NULL"
7232,973,807,4,27,13,"1:22.091","1:21.397","NULL"
7233,973,154,210,8,14,"1:21.822","1:21.517","NULL"
7234,973,836,15,94,15,"1:22.327","1:21.803","NULL"
7235,973,828,15,9,16,"1:22.332","","NULL"
7236,973,835,4,30,17,"1:22.401","","NULL"
7237,973,840,3,18,18,"1:22.411","","NULL"
7238,973,838,1,2,19,"1:22.532","","NULL"
7239,973,826,5,26,20,"1:22.746","","NULL"
7240,974,8,6,7,1,"1:13.117","1:12.231","1:12.178"
7241,974,20,6,5,2,"1:13.090","1:12.449","1:12.221"
7242,974,822,131,77,3,"1:13.325","1:12.901","1:12.223"
7243,974,830,9,33,4,"1:13.078","1:12.697","1:12.496"
7244,974,817,9,3,5,"1:13.219","1:13.011","1:12.998"
7245,974,832,5,55,6,"1:13.526","1:13.397","1:13.162"
7246,974,815,10,11,7,"1:13.530","1:13.430","1:13.329"
7247,974,154,210,8,8,"1:13.786","1:13.203","1:13.349"
7248,974,18,1,22,9,"1:13.723","1:13.453","1:13.613"
7249,974,838,1,2,10,"1:13.476","1:13.249","NULL"
7250,974,826,5,26,11,"1:13.899","1:13.516","NULL"
7251,974,807,4,27,12,"1:13.787","1:13.628","NULL"
7252,974,825,210,20,13,"1:13.531","1:13.959","NULL"
7253,974,1,131,44,14,"1:13.640","1:14.106","NULL"
7254,974,13,3,19,15,"1:13.796","1:20.529","NULL"
7255,974,839,10,31,16,"1:14.101","","NULL"
7256,974,835,4,30,17,"1:14.696","","NULL"
7257,974,840,3,18,18,"1:14.893","","NULL"
7258,974,836,15,94,19,"1:15.159","","NULL"
7259,974,828,15,9,20,"1:15.276","","NULL"
7260,975,1,131,44,1,"1:12.692","1:12.496","1:11.459"
7261,975,20,6,5,2,"1:13.046","1:12.749","1:11.789"
7262,975,822,131,77,3,"1:12.685","1:12.563","1:12.177"
7263,975,8,6,7,4,"1:13.548","1:12.580","1:12.252"
7264,975,830,9,33,5,"1:13.177","1:12.751","1:12.403"
7265,975,817,9,3,6,"1:13.543","1:12.810","1:12.557"
7266,975,13,3,19,7,"1:13.435","1:13.012","1:12.858"
7267,975,815,10,11,8,"1:13.470","1:13.262","1:13.018"
7268,975,839,10,31,9,"1:13.520","1:13.320","1:13.135"
7269,975,807,4,27,10,"1:13.804","1:13.406","1:13.271"
7270,975,826,5,26,11,"1:13.802","1:13.690","NULL"
7271,975,4,1,14,12,"1:13.669","1:13.693","NULL"
7272,975,832,5,55,13,"1:14.051","1:13.756","NULL"
7273,975,154,210,8,14,"1:13.780","1:13.839","NULL"
7274,975,835,4,30,15,"1:13.990","1:14.293","NULL"
7275,975,838,1,2,16,"1:14.182","","NULL"
7276,975,840,3,18,17,"1:14.209","","NULL"
7277,975,825,210,20,18,"1:14.318","","NULL"
7278,975,828,15,9,19,"1:14.495","","NULL"
7279,975,836,15,94,20,"1:14.810","","NULL"
7280,976,1,131,44,1,"1:41.983","1:41.275","1:40.593"
7281,976,822,131,77,2,"1:43.026","1:41.502","1:41.027"
7282,976,8,6,7,3,"1:42.678","1:42.090","1:41.693"
7283,976,20,6,5,4,"1:42.952","1:41.911","1:41.841"
7284,976,830,9,33,5,"1:42.544","1:41.961","1:41.879"
7285,976,815,10,11,6,"1:43.162","1:42.467","1:42.111"
7286,976,839,10,31,7,"1:43.051","1:42.751","1:42.186"
7287,976,840,3,18,8,"1:43.613","1:42.284","1:42.753"
7288,976,13,3,19,9,"1:43.165","1:42.735","1:42.798"
7289,976,817,9,3,10,"1:42.857","1:42.215","1:43.414"
7290,976,826,5,26,11,"1:42.927","1:43.186","NULL"
7291,976,832,5,55,12,"1:43.489","1:43.347","NULL"
7292,976,825,210,20,13,"1:44.029","1:43.796","NULL"
7293,976,807,4,27,14,"1:43.930","1:44.267","NULL"
7294,976,836,15,94,15,"1:44.317","1:44.603","NULL"
7295,976,4,1,14,16,"1:44.334","","NULL"
7296,976,154,210,8,17,"1:44.468","","NULL"
7297,976,828,15,9,18,"1:44.795","","NULL"
7298,976,838,1,2,19,"1:45.030","","NULL"
7300,977,822,131,77,1,"1:05.760","1:04.316","1:04.251"
7301,977,20,6,5,2,"1:05.585","1:04.772","1:04.293"
7302,977,1,131,44,3,"1:05.064","1:04.800","1:04.424"
7303,977,8,6,7,4,"1:05.148","1:05.004","1:04.779"
7304,977,817,9,3,5,"1:05.854","1:05.161","1:04.896"
7305,977,830,9,33,6,"1:05.779","1:04.948","1:04.983"
7306,977,154,210,8,7,"1:05.902","1:05.319","1:05.480"
7307,977,815,10,11,8,"1:05.975","1:05.435","1:05.605"
7308,977,839,10,31,9,"1:06.033","1:05.550","1:05.674"
7309,977,832,5,55,10,"1:05.675","1:05.544","1:05.726"
7310,977,807,4,27,11,"1:06.174","1:05.597","NULL"
7311,977,4,1,14,12,"1:06.158","1:05.602","NULL"
7312,977,838,1,2,13,"1:06.316","1:05.741","NULL"
7313,977,826,5,26,14,"1:05.990","1:05.884","NULL"
7314,977,825,210,20,15,"1:06.143","","NULL"
7315,977,835,4,30,16,"1:06.345","","NULL"
7316,977,13,3,19,17,"1:06.534","","NULL"
7317,977,840,3,18,18,"1:06.608","","NULL"
7318,977,828,15,9,19,"1:06.857","","NULL"
7319,977,836,15,94,20,"1:07.011","","NULL"
7320,978,1,131,44,1,"1:39.069","1:27.893","1:26.600"
7321,978,8,6,7,2,"1:40.455","1:28.992","1:27.147"
7322,978,20,6,5,3,"1:39.962","1:28.978","1:27.356"
7323,978,822,131,77,4,"1:39.698","1:28.732","1:27.376"
7324,978,830,9,33,5,"1:38.912","1:29.431","1:28.130"
7325,978,807,4,27,6,"1:39.201","1:29.340","1:28.856"
7326,978,815,10,11,7,"1:42.009","1:29.824","1:28.902"
7327,978,839,10,31,8,"1:39.738","1:29.701","1:29.074"
7328,978,838,1,2,9,"1:40.011","1:30.105","1:29.418"
7329,978,154,210,8,10,"1:42.042","1:29.966","1:29.549"
7330,978,835,4,30,11,"1:41.404","1:30.193","NULL"
7331,978,826,5,26,12,"1:41.726","1:30.355","NULL"
7332,978,4,1,14,13,"1:37.598","1:30.600","NULL"
7333,978,832,5,55,14,"1:41.114","1:31.368","NULL"
7334,978,13,3,19,15,"1:41.874","1:31.482","NULL"
7335,978,840,3,18,16,"1:42.573","","NULL"
7336,978,825,210,20,17,"1:42.577","","NULL"
7337,978,836,15,94,18,"1:42.593","","NULL"
7338,978,828,15,9,19,"1:42.633","","NULL"
7339,978,817,9,3,20,"1:42.966","","NULL"
7340,979,20,6,5,1,"1:17.244","1:16.802","1:16.276"
7341,979,8,6,7,2,"1:17.364","1:17.207","1:16.444"
7342,979,822,131,77,3,"1:18.058","1:17.362","1:16.530"
7343,979,1,131,44,4,"1:17.492","1:16.693","1:16.707"
7344,979,830,9,33,5,"1:17.266","1:17.028","1:16.797"
7345,979,817,9,3,6,"1:17.702","1:17.698","1:16.818"
7346,979,807,4,27,7,"1:18.137","1:17.655","1:17.468"
7347,979,4,1,14,8,"1:18.395","1:17.919","1:17.549"
7348,979,838,1,2,9,"1:18.479","1:18.000","1:17.894"
7349,979,832,5,55,10,"1:18.948","1:18.311","1:18.912"
7350,979,835,4,30,11,"1:18.699","1:18.415","NULL"
7351,979,839,10,31,12,"1:18.843","1:18.495","NULL"
7352,979,826,5,26,13,"1:18.702","1:18.538","NULL"
7353,979,815,10,11,14,"1:19.095","1:18.639","NULL"
7354,979,154,210,8,15,"1:19.085","1:18.771","NULL"
7355,979,825,210,20,16,"1:19.095","","NULL"
7356,979,840,3,18,17,"1:19.102","","NULL"
7357,979,836,15,94,18,"1:19.839","","NULL"
7358,979,814,3,40,19,"1:19.868","","NULL"
7359,979,828,15,9,20,"1:19.972","","NULL"
7360,980,1,131,44,1,"1:44.184","1:42.927","1:42.553"
7361,980,20,6,5,2,"1:44.275","1:43.987","1:42.795"
7362,980,822,131,77,3,"1:44.773","1:43.249","1:43.094"
7363,980,8,6,7,4,"1:44.729","1:43.700","1:43.270"
7364,980,830,9,33,5,"1:44.535","1:43.940","1:43.380"
7365,980,817,9,3,6,"1:45.114","1:44.224","1:43.863"
7366,980,807,4,27,7,"1:45.280","1:44.988","1:44.982"
7367,980,815,10,11,8,"1:45.591","1:44.894","1:45.244"
7368,980,839,10,31,9,"1:45.277","1:45.006","1:45.369"
7369,980,835,4,30,10,"1:45.447","1:44.685","NULL"
7370,980,4,1,14,11,"1:45.668","1:45.090","NULL"
7371,980,154,210,8,12,"1:45.728","1:45.133","NULL"
7372,980,825,210,20,13,"1:45.535","1:45.400","NULL"
7373,980,832,5,55,14,"1:45.374","1:45.439","NULL"
7374,980,838,1,2,15,"1:45.441","","NULL"
7375,980,13,3,19,16,"1:45.823","","NULL"
7376,980,826,5,26,17,"1:46.028","","NULL"
7377,980,840,3,18,18,"1:46.915","","NULL"
7378,980,828,15,9,19,"1:47.214","","NULL"
7379,980,836,15,94,20,"1:47.679","","NULL"
7380,981,1,131,44,1,"1:36.009","1:34.660","1:35.554"
7381,981,830,9,33,2,"1:37.344","1:36.113","1:36.702"
7382,981,817,9,3,3,"1:38.304","1:37.313","1:36.841"
7383,981,840,3,18,4,"1:37.653","1:37.002","1:37.032"
7384,981,839,10,31,5,"1:38.775","1:37.580","1:37.719"
7385,981,822,131,77,6,"1:35.716","1:35.396","1:37.833"
7386,981,8,6,7,7,"1:38.235","1:37.031","1:37.987"
7387,981,20,6,5,8,"1:37.198","1:36.223","1:38.064"
7388,981,13,3,19,9,"1:38.338","1:37.456","1:38.251"
7389,981,838,1,2,10,"1:38.767","1:37.471","1:39.157"
7390,981,815,10,11,11,"1:38.511","1:37.582",""
7391,981,807,4,27,12,"1:39.242","1:38.059",""
7392,981,4,1,14,13,"1:39.134","1:38.202",""
7393,981,826,5,26,14,"1:39.183","1:38.245",""
7394,981,832,5,55,15,"1:39.788","1:38.526",""
7395,981,825,210,20,16,"1:40.489","",""
7396,981,835,4,30,17,"1:40.646","",""
7397,981,828,15,9,18,"1:41.732","",""
7398,981,836,15,94,19,"1:41.875","",""
7399,981,154,210,8,20,"1:43.355","","NULL"
7400,982,20,6,5,1,"1:43.336","1:40.529","1:39.491"
7401,982,830,9,33,2,"1:42.010","1:40.332","1:39.814"
7402,982,817,9,3,3,"1:42.063","1:40.385","1:39.840"
7403,982,8,6,7,4,"1:43.328","1:40.525","1:40.069"
7404,982,1,131,44,5,"1:42.455","1:40.577","1:40.126"
7405,982,822,131,77,6,"1:43.137","1:41.409","1:40.810"
7406,982,807,4,27,7,"1:42.586","1:41.277","1:41.013"
7407,982,4,1,14,8,"1:42.086","1:41.442","1:41.179"
7408,982,838,1,2,9,"1:42.222","1:41.227","1:41.398"
7409,982,832,5,55,10,"1:42.176","1:41.826","1:42.056"
7410,982,835,4,30,11,"1:42.472","1:42.107","NULL"
7411,982,815,10,11,12,"1:43.594","1:42.246","NULL"
7412,982,826,5,26,13,"1:42.544","1:42.338","NULL"
7413,982,839,10,31,14,"1:43.626","1:42.760","NULL"
7414,982,154,210,8,15,"1:43.627","1:43.883","NULL"
7415,982,825,210,20,16,"1:43.756","","NULL"
7416,982,13,3,19,17,"1:44.014","","NULL"
7417,982,840,3,18,18,"1:44.728","","NULL"
7418,982,836,15,94,19,"1:45.059","","NULL"
7419,982,828,15,9,20,"1:45.570","","NULL"
7420,983,1,131,44,1,"1:31.605","1:30.977","1:30.076"
7421,983,8,6,7,2,"1:32.259","1:30.926","1:30.121"
7422,983,830,9,33,3,"1:31.920","1:30.931","1:30.541"
7423,983,817,9,3,4,"1:32.416","1:31.061","1:30.595"
7424,983,20,6,5,20,"","",""
7425,983,839,10,31,6,"1:32.527","1:31.651","1:31.478"
7426,983,838,1,2,7,"1:32.838","1:31.848","1:31.582"
7427,983,807,4,27,8,"1:32.586","1:31.778","1:31.607"
7428,983,815,10,11,9,"1:32.768","1:31.484","1:31.658"
7429,983,4,1,14,10,"1:33.049","1:32.010","1:31.704"
7430,983,13,3,19,11,"1:32.267","1:32.034",""
7431,983,835,4,30,12,"1:32.576","1:32.100",""
7432,983,840,3,18,13,"1:33.000","1:32.307",""
7433,983,832,5,55,14,"1:32.650","1:32.402",""
7434,983,842,5,10,15,"1:32.547","1:32.558",""
7435,983,154,210,8,16,"1:33.308","",""
7436,983,825,210,20,17,"1:33.434","",""
7437,983,836,15,94,18,"1:33.483","",""
7438,983,828,15,9,19,"1:33.970","",""
7439,983,822,131,77,5,"1:32.254","1:30.803","1:30.758"
7440,984,1,131,44,1,"1:29.047","1:27.819","1:27.319"
7441,984,822,131,77,2,"1:29.332","1:28.543","1:27.651"
7442,984,20,6,5,3,"1:29.352","1:28.225","1:27.791"
7443,984,817,9,3,4,"1:29.475","1:28.935","1:28.306"
7444,984,830,9,33,5,"1:29.181","1:28.747","1:28.332"
7445,984,8,6,7,6,"1:29.163","1:29.079","1:28.498"
7446,984,839,10,31,7,"1:30.115","1:29.199","1:29.111"
7447,984,815,10,11,8,"1:29.696","1:29.343","1:29.260"
7448,984,13,3,19,9,"1:30.352","1:29.687","1:29.480"
7449,984,4,1,14,10,"1:30.525","1:29.749","1:30.687"
7450,984,838,1,2,11,"1:30.654","1:29.778","NULL"
7451,984,807,4,27,12,"1:30.252","1:29.879","NULL"
7452,984,825,210,20,13,"1:30.774","1:29.972","NULL"
7453,984,835,4,30,14,"1:30.516","1:30.022","NULL"
7454,984,832,5,55,15,"1:30.565","1:30.413","NULL"
7455,984,154,210,8,16,"1:30.849","","NULL"
7456,984,842,5,10,17,"1:31.317","","NULL"
7457,984,840,3,18,18,"1:31.409","","NULL"
7458,984,828,15,9,19,"1:31.597","","NULL"
7459,984,836,15,94,20,"1:31.885","","NULL"
7460,985,1,131,44,1,"1:34.822","1:33.437","1:33.108"
7461,985,20,6,5,2,"1:35.420","1:34.103","1:33.347"
7462,985,822,131,77,3,"1:35.309","1:33.769","1:33.568"
7463,985,817,9,3,4,"1:35.991","1:34.495","1:33.577"
7464,985,8,6,7,5,"1:35.649","1:33.840","1:33.577"
7465,985,830,9,33,6,"1:34.899","1:34.716","1:33.658"
7466,985,839,10,31,7,"1:35.849","1:35.113","1:34.647"
7467,985,832,4,55,8,"1:35.517","1:34.899","1:34.852"
7468,985,4,1,14,9,"1:35.712","1:35.046","1:35.007"
7469,985,815,10,11,10,"1:36.358","1:34.789","1:35.148"
7470,985,13,3,19,11,"1:35.603","1:35.155","NULL"
7471,985,826,5,26,12,"1:36.073","1:35.529","NULL"
7472,985,838,1,2,13,"1:36.286","1:35.641","NULL"
7473,985,154,210,8,14,"1:36.835","1:35.870","NULL"
7474,985,807,4,27,15,"1:35.740","","NULL"
7475,985,828,15,9,16,"1:36.842","","NULL"
7476,985,840,3,18,17,"1:36.868","","NULL"
7477,985,843,5,39,18,"1:36.889","","NULL"
7478,985,836,15,94,19,"1:37.179","","NULL"
7479,985,825,210,20,20,"1:37.394","","NULL"
7480,986,20,6,5,1,"1:17.665","1:16.870","1:16.488"
7481,986,830,9,33,2,"1:17.630","1:16.524","1:16.574"
7482,986,1,131,44,3,"1:17.518","1:17.035","1:16.934"
7483,986,822,131,77,4,"1:17.578","1:17.161","1:16.958"
7484,986,8,6,7,5,"1:18.148","1:17.534","1:17.238"
7485,986,839,10,31,6,"1:18.336","1:17.827","1:17.437"
7486,986,817,9,3,7,"1:18.208","1:17.631","1:17.447"
7487,986,807,4,27,8,"1:18.322","1:17.792","1:17.466"
7488,986,832,4,55,9,"1:18.405","1:17.753","1:17.794"
7489,986,815,10,11,10,"1:18.020","1:17.868","1:17.807"
7490,986,13,3,19,11,"1:18.570","1:18.099","NULL"
7491,986,840,3,18,12,"1:18.902","1:19.159","NULL"
7492,986,843,5,28,13,"1:18.683","","NULL"
7493,986,4,1,14,14,"1:17.710","","NULL"
7494,986,838,1,2,15,"1:18.578","","NULL"
7495,986,828,15,9,16,"1:19.176","","NULL"
7496,986,836,15,94,17,"1:19.333","","NULL"
7497,986,825,210,20,18,"1:19.443","","NULL"
7498,986,154,210,8,19,"1:19.473","","NULL"
7499,987,822,131,77,1,"1:09.452","1:08.638","1:08.322"
7500,987,20,6,5,2,"1:09.643","1:08.494","1:08.360"
7501,987,8,6,7,3,"1:09.405","1:09.116","1:08.538"
7502,987,830,9,33,4,"1:09.820","1:09.050","1:08.925"
7503,987,817,9,3,5,"1:09.828","1:09.533","1:09.330"
7504,987,815,10,11,6,"1:10.145","1:09.760","1:09.598"
7505,987,4,1,14,7,"1:10.172","1:09.593","1:09.617"
7506,987,807,4,27,8,"1:10.078","1:09.726","1:09.703"
7507,987,832,4,55,9,"1:10.227","1:09.768","1:09.805"
7508,987,13,3,19,10,"1:09.789","1:09.612","1:09.841"
7509,987,839,10,31,11,"1:10.168","1:09.830",""
7510,987,154,210,8,12,"1:10.148","1:09.879",""
7511,987,838,1,2,13,"1:10.286","1:10.116",""
7512,987,825,210,20,14,"1:10.521","1:10.154",""
7513,987,843,5,28,15,"1:10.625","",""
7514,987,836,15,94,16,"1:10.678","",""
7515,987,842,5,10,17,"1:10.686","",""
7516,987,840,3,18,18,"1:10.776","",""
7517,987,828,15,9,19,"1:10.875","",""
7520,988,822,131,77,1,"1:37.356","1:36.822","1:36.231"
7519,987,1,131,44,20,"","","NULL"
7521,988,1,131,44,2,"1:37.391","1:36.742","1:36.403"
7522,988,20,6,5,3,"1:37.817","1:37.023","1:36.777"
7523,988,817,9,3,4,"1:38.016","1:37.583","1:36.959"
7524,988,8,6,7,5,"1:37.453","1:37.302","1:36.985"
7525,988,830,9,33,6,"1:38.021","1:37.777","1:37.328"
7526,988,807,4,27,7,"1:38.781","1:38.138","1:38.282"
7527,988,815,10,11,8,"1:38.601","1:38.359","1:38.374"
7528,988,839,10,31,9,"1:38.896","1:38.392","1:38.397"
7529,988,13,3,19,10,"1:38.629","1:38.565","1:38.550"
7530,988,4,1,14,11,"1:38.820","1:38.636","NULL"
7531,988,832,4,55,12,"1:38.810","1:38.725","NULL"
7532,988,838,1,2,13,"1:38.777","1:38.808","NULL"
7533,988,825,210,20,14,"1:39.395","1:39.298","NULL"
7534,988,840,3,18,15,"1:39.503","1:39.646","NULL"
7535,988,154,210,8,16,"1:39.516","","NULL"
7536,988,842,5,10,17,"1:39.724","","NULL"
7537,988,836,15,94,18,"1:39.930","","NULL"
7538,988,828,15,9,19,"1:39.994","","NULL"
7539,988,843,5,28,20,"1:40.471","","NULL"
